

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	172	409	16	20	183.5	11
1	593	314	14	20	51.0	11
2	611	216	20	17	208.0	11
3	299	203	4	8	9.0	11
4	168	201	255	155	1213.0	11
4	293	191	11	10	26.5	11
5	43	186	12	20	76.5	11
6	13	156	20	20	83.5	11
7	195	85	20	18	96.5	11
8	285	73	9	20	37.0	11

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	172	409	16	20	185.0	12
1	593	314	14	20	50.0	12
2	611	218	20	17	208.0	12
3	299	203	4	10	13.0	12
4	168	201	255	155	1209.0	12
4	293	193	11	9	19.5	12
5	43	186	12	20	76.5	12
6	15	156	20	20	84.0	12
7	195	86	20	18	100.5	12
8	285	73	9	20	37.0	12

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	174	411	16	20	185.0	13
1	453	323	6	4	6.0	13
1	593	316	14	20	50.0	13
2	611	219	20	17	208.0	13
3	168	201	255	155	1209.0	13
3	301	200	5	13	15.5	13
4	295	193	10	8	13.0	13
4	43	188	12	20	76.5	13
5	17	156	20	20	84.0	13
6	196	86	20	18	96.5	13
7	286	73	9	20	37.0	13

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	175	413	16	20	185.0	14
1	593	316	14	20	50.0	14
2	611	219	20	17	208.0	14
3	168	201	255	155	1209.0	14
3	301	200	5	14	20.0	14
4	295	194	9	7	10.5	14
4	45	188	12	20	76.5	14
5	17	157	20	20	85.0	14
6	196	87	20	18	96.5	14
7	288	74	9	20	37.0	14

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	176	413	16	20	185.0	15
1	309	319	5	7	6.0	15
1	593	317	14	20	50.0	15
2	331	278	7	4	7.0	15
2	6	254	19	20	230.5	15
3	612	219	20	17	208.0	15
4	168	201	255	155	1209.0	15
4	300	198	9	17	30.5	15
5	46	188	12	20	76.5	15
6	17	158	20	20	85.0	15
7	198	88	20	18	96.5	15
8	289	76	9	20	37.0	15

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	177	413	16	20	185.0	16
1	593	317	14	20	56.5	16
2	6	255	19	20	230.5	16
3	613	220	20	17	208.0	16
4	168	201	255	155	1209.0	16
4	300	197	11	18	35.5	16
5	47	190	12	20	76.5	16
6	19	158	20	20	85.0	16
7	198	90	20	18	96.5	16
8	289	76	9	20	37.0	16

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	178	414	16	20	185.0	17
1	595	317	14	20	50.0	17
2	8	255	19	20	229.5	17
3	614	222	20	17	208.0	17
4	168	201	255	155	1209.0	17
4	300	197	12	19	40.0	17
5	47	191	12	20	76.5	17
6	19	160	20	20	85.0	17
7	361	122	5	7	6.0	17
7	198	91	20	18	96.5	17
8	291	78	9	20	37.0	17

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	180	416	16	20	185.0	18
1	595	318	14	20	50.0	18
2	8	255	19	20	229.5	18
3	614	223	20	17	208.0	18
4	168	201	255	155	1209.0	18
4	301	197	12	19	42.0	18
5	47	193	12	20	76.5	18
6	20	160	20	20	85.5	18
7	198	91	20	18	96.5	18
8	291	78	9	20	37.0	18

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	180	417	16	20	185.0	19
1	595	320	14	20	52.0	19
2	10	255	19	20	229.5	19
3	615	223	21	17	210.0	19
4	168	201	255	155	1218.0	19
4	301	197	12	19	42.0	19
5	49	194	12	20	76.5	19
6	20	161	20	20	85.5	19
7	199	93	20	18	96.5	19
8	293	79	9	20	37.0	19

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	182	417	16	20	185.0	20
1	595	321	14	20	51.0	20
2	11	256	19	20	229.5	20
3	615	223	20	17	209.0	20
4	168	201	255	155	1209.0	20
4	303	198	12	20	93.0	20
5	50	195	12	20	76.5	20
6	20	161	20	20	85.5	20
7	199	93	20	18	96.5	20
8	295	79	9	20	37.0	20

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	183	417	16	20	184.0	21
1	595	322	14	20	51.0	21
2	12	256	19	20	229.5	21
3	168	201	255	155	1209.0	21
3	303	199	12	20	93.0	21
4	50	195	12	20	76.5	21
5	21	163	20	20	85.0	21
6	201	93	20	18	96.5	21
7	295	79	9	20	37.0	21

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	185	419	16	22	190.5	22
1	596	324	14	20	51.0	22
2	14	257	19	20	229.5	22
3	168	201	255	155	1215.5	22
3	303	200	12	20	93.0	22
4	52	195	12	20	76.5	22
5	23	163	20	20	85.0	22
6	201	93	20	18	96.5	22
7	296	79	9	20	37.0	22

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	186	421	16	20	184.0	23
1	597	324	14	20	51.0	23
2	14	257	19	20	229.5	23
3	168	201	255	155	1212.0	23
3	305	201	12	20	93.0	23
4	54	196	12	20	76.5	23
5	23	163	20	20	85.0	23
6	201	95	22	18	101.0	23
7	296	79	9	20	37.0	23

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	188	423	16	20	184.0	24
1	598	324	14	20	51.0	24
2	16	258	19	20	229.5	24
3	168	201	255	155	1209.0	24
3	307	201	12	20	93.0	24
4	54	197	12	20	76.5	24
5	23	163	20	20	82.0	24
6	201	95	20	18	96.5	24
7	296	79	9	20	37.0	24

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	189	423	16	20	184.0	25
1	598	326	14	20	51.0	25
2	16	259	19	20	229.5	25
3	168	201	255	155	1209.0	25
3	308	201	12	20	93.0	25
4	56	197	12	20	76.5	25
5	24	164	20	20	83.0	25
6	201	95	20	18	96.5	25
7	298	80	9	20	37.0	25

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	191	423	16	20	184.0	26
1	541	375	4	4	4.0	26
1	600	326	14	20	51.0	26
2	17	259	19	20	229.5	26
3	309	203	12	20	93.0	26
4	168	201	255	155	1209.0	26
4	56	199	12	20	76.5	26
5	24	165	20	20	83.0	26
6	201	94	20	20	100.5	26
7	298	80	9	20	37.0	26

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	191	423	16	20	184.0	27
1	600	326	14	20	51.0	27
2	17	259	19	20	229.5	27
3	310	203	12	20	93.0	27
4	168	201	255	155	1209.0	27
4	57	199	12	20	76.5	27
5	25	165	20	20	86.5	27
6	201	96	20	18	96.5	27
7	298	80	9	20	37.0	27

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	193	425	16	20	184.0	28
1	600	326	14	20	50.0	28
2	19	261	19	20	229.5	28
3	310	203	12	20	93.0	28
4	168	201	255	155	1209.0	28
4	59	199	12	20	76.5	28
5	27	166	20	20	83.0	28
6	202	96	20	18	96.5	28
7	300	80	9	20	37.0	28

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	193	425	16	20	184.0	29
1	600	328	14	20	50.0	29
2	20	262	19	20	229.5	29
3	310	203	12	20	93.0	29
4	168	201	255	155	1209.0	29
4	59	199	12	20	76.5	29
5	313	177	8	3	4.0	29
5	29	166	20	20	83.0	29
6	203	96	20	18	96.5	29
7	302	80	9	20	37.0	29

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	193	425	16	20	184.0	30
1	380	423	5	4	5.0	30
1	601	330	14	20	51.0	30
2	20	262	19	20	229.5	30
3	311	204	12	20	93.0	30
4	168	201	255	155	1214.5	30
4	61	200	12	20	76.5	30
5	29	167	20	20	83.0	30
6	204	96	20	18	96.5	30
7	302	80	9	20	37.0	30

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	193	427	16	20	184.0	31
1	601	330	14	20	51.0	31
2	21	262	19	20	229.5	31
3	313	204	12	20	93.0	31
4	168	201	255	155	1209.0	31
4	62	200	12	20	76.5	31
5	30	169	20	20	83.0	31
6	206	96	20	18	96.5	31
7	304	82	9	20	37.0	31
8	284	8	18	20	63.5	31

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	193	429	16	20	184.0	32
1	601	332	14	20	51.0	32
2	23	264	19	20	229.5	32
3	314	206	12	20	93.0	32
4	62	202	12	20	76.5	32
5	168	201	255	155	1209.0	32
5	31	170	20	20	83.0	32
6	206	96	20	18	96.5	32
7	305	82	9	20	37.0	32
8	284	8	18	20	62.5	32

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	193	431	16	20	184.0	33
1	601	332	14	20	51.0	33
2	25	264	19	20	229.5	33
3	314	206	12	20	93.0	33
4	62	202	12	20	76.5	33
5	168	201	255	155	1218.0	33
5	33	170	20	20	83.0	33
6	206	98	20	18	96.5	33
7	306	84	9	20	36.0	33
8	284	8	18	20	62.5	33

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	194	431	16	20	184.0	34
1	603	332	14	20	51.0	34
2	27	265	19	20	229.5	34
3	316	206	12	20	93.0	34
4	62	203	12	20	76.5	34
5	168	201	255	155	1216.0	34
5	35	170	20	20	83.0	34
6	207	98	20	18	96.5	34
7	308	84	9	20	36.0	34
8	286	8	18	20	61.5	34

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	195	433	16	20	184.0	35
1	605	332	14	20	51.0	35
2	29	265	19	20	229.5	35
3	316	208	12	20	93.0	35
4	62	205	12	20	76.5	35
5	168	201	255	155	1209.0	35
5	380	191	5	6	6.0	35
5	36	170	20	20	83.0	35
6	207	99	20	18	97.5	35
7	309	85	9	20	36.0	35
8	288	8	18	20	61.5	35

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	195	433	16	20	185.0	36
1	607	332	14	20	51.0	36
2	30	265	19	20	229.5	36
3	6	214	20	19	250.0	36
4	317	208	12	20	93.0	36
5	64	205	12	20	76.5	36
6	168	201	255	155	1212.5	36
6	36	171	20	20	90.5	36
7	207	99	20	18	96.5	36
8	310	87	9	20	37.0	36
9	288	9	19	20	75.0	36

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	196	433	16	20	185.0	37
1	607	332	14	20	51.0	37
2	30	267	19	20	229.5	37
3	7	214	20	19	250.0	37
4	317	209	12	20	93.0	37
5	64	205	12	20	76.5	37
6	168	201	255	155	1209.0	37
6	38	173	20	20	84.0	37
7	10	172	12	20	154.5	37
8	209	100	20	18	96.5	37
9	568	97	6	3	8.0	37
9	310	87	9	20	37.0	37
10	289	9	18	20	61.5	37

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	197	433	16	20	185.0	38
1	607	331	14	22	59.0	38
2	32	267	19	20	229.5	38
3	7	215	20	19	250.0	38
4	318	210	12	20	93.0	38
5	64	207	12	20	81.0	38
6	168	201	255	155	1217.5	38
6	40	173	22	20	93.5	38
7	12	172	12	20	154.5	38
8	209	100	21	18	98.5	38
9	310	88	9	20	37.0	38
10	289	9	18	20	61.5	38

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	198	433	16	20	185.0	39
1	522	426	7	3	4.0	39
1	609	334	14	20	51.0	39
2	32	267	19	20	229.5	39
3	7	217	20	19	250.0	39
4	318	212	12	20	93.0	39
5	65	207	12	20	76.5	39
6	168	201	255	155	1209.0	39
6	42	173	20	20	82.0	39
7	14	173	12	20	154.5	39
8	210	102	20	18	96.5	39
9	312	88	9	20	37.0	39
10	289	9	18	20	61.5	39

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	200	434	16	20	185.0	40
1	609	335	14	20	51.0	40
2	32	268	19	20	229.5	40
3	7	218	20	19	250.0	40
4	318	214	12	20	93.0	40
5	65	208	12	20	76.5	40
6	168	201	255	155	1212.0	40
6	42	173	20	20	82.0	40
7	16	173	12	20	154.5	40
8	210	103	20	18	96.5	40
9	308	88	13	20	44.5	40
10	290	9	18	20	62.5	40

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	201	432	16	23	190.0	41
1	609	337	14	20	51.0	41
2	32	269	19	20	229.5	41
3	7	218	20	19	250.0	41
4	320	215	12	20	93.0	41
5	65	208	12	20	76.5	41
6	168	201	255	155	1209.0	41
6	43	174	20	20	83.0	41
7	17	174	12	20	154.5	41
8	212	104	20	18	96.5	41
9	314	89	9	20	35.0	41
10	291	9	18	20	61.5	41

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	201	436	16	20	184.0	42
1	609	337	14	20	51.0	42
2	34	269	19	20	229.5	42
3	8	220	20	19	250.0	42
4	321	215	12	20	93.0	42
5	67	208	12	20	76.5	42
6	168	201	255	155	1209.0	42
6	17	175	12	20	154.5	42
7	43	174	20	20	83.0	42
8	212	106	20	18	96.5	42
9	316	91	9	20	35.0	42
10	291	9	18	20	61.5	42

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	202	438	16	20	185.0	43
1	611	337	14	20	50.0	43
2	35	270	19	20	229.5	43
3	8	220	20	19	250.0	43
4	322	217	12	20	93.0	43
5	69	209	12	20	76.5	43
6	168	201	255	155	1209.0	43
6	18	175	12	20	154.5	43
7	43	174	20	20	83.0	43
8	212	107	20	18	96.5	43
9	316	91	9	20	35.0	43
10	293	9	18	20	61.5	43

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	203	438	16	20	185.0	44
1	612	337	14	20	50.0	44
2	37	272	19	20	229.5	44
3	8	220	20	19	250.0	44
4	324	217	12	20	93.0	44
5	71	210	12	20	76.5	44
6	168	201	255	155	1209.0	44
6	18	177	12	20	154.5	44
7	44	174	20	20	83.5	44
8	213	106	20	21	102.0	44
9	316	93	9	20	35.0	44
10	293	10	18	20	61.5	44

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	203	440	16	20	185.0	45
1	612	338	14	20	50.0	45
2	39	272	19	20	229.5	45
3	8	220	20	19	250.0	45
4	324	219	12	22	96.5	45
5	71	210	12	20	76.5	45
6	168	201	255	155	1209.0	45
6	20	179	15	20	161.0	45
7	44	174	20	20	83.5	45
8	213	109	20	18	96.5	45
9	316	95	9	20	35.0	45
10	294	10	18	20	61.5	45

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	203	440	16	20	185.0	46
1	612	340	14	20	50.0	46
2	39	273	19	20	229.5	46
3	8	222	20	19	250.0	46
4	324	220	12	20	93.0	46
5	71	212	12	20	76.5	46
6	168	201	255	155	1210.0	46
6	20	180	12	20	154.5	46
7	44	174	20	20	83.5	46
8	213	109	20	18	96.5	46
9	316	96	9	20	35.0	46
10	294	10	18	20	61.5	46

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	203	440	16	20	185.0	47
1	612	342	14	20	50.0	47
2	41	274	19	20	229.5	47
3	10	222	20	19	250.0	47
4	325	221	12	20	93.0	47
5	72	212	12	20	76.5	47
6	168	201	255	155	1209.0	47
6	20	181	12	20	154.5	47
7	44	175	20	20	83.0	47
8	214	111	20	18	96.5	47
9	316	97	9	20	35.0	47
10	294	10	18	20	61.5	47

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	205	440	17	22	190.0	48
1	530	352	5	7	6.0	48
1	612	344	14	20	51.0	48
2	42	274	19	20	229.5	48
3	325	222	12	20	93.0	48
4	11	222	20	19	250.0	48
5	73	212	12	20	76.5	48
6	168	201	255	155	1215.5	48
6	20	181	12	20	154.5	48
7	44	176	20	20	84.5	48
8	214	111	20	21	104.5	48
9	316	97	9	20	37.0	48
10	294	12	18	20	62.5	48

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	205	443	16	20	184.0	49
1	612	344	14	20	51.0	49
2	44	276	19	20	229.5	49
3	11	223	20	19	250.0	49
4	327	222	12	20	93.0	49
5	75	212	12	20	83.0	49
6	168	201	255	155	1209.0	49
6	20	182	12	20	154.5	49
7	46	177	20	20	83.5	49
8	215	111	20	18	97.5	49
9	316	99	9	20	37.0	49
10	296	12	18	20	62.5	49

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	205	445	16	20	184.0	50
1	612	345	14	20	51.0	50
2	44	276	19	20	229.5	50
3	329	223	12	20	93.0	50
4	11	223	20	19	250.0	50
5	75	213	12	20	76.5	50
6	168	198	256	158	1215.0	50
6	21	182	12	20	154.5	50
7	48	178	20	20	84.5	50
8	216	111	20	18	97.5	50
9	317	100	14	20	39.5	50
10	319	48	6	4	6.0	50
10	296	14	18	20	62.5	50

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	205	445	16	20	184.0	51
1	613	345	14	20	51.0	51
2	218	315	3	3	2.5	51
2	45	276	19	20	229.5	51
3	11	225	20	19	250.0	51
4	331	223	12	20	93.0	51
5	76	213	12	20	76.5	51
6	168	201	255	155	1209.5	51
6	22	184	12	20	154.5	51
7	48	180	20	20	84.5	51
8	218	113	20	18	96.5	51
9	319	100	9	20	37.0	51
10	297	16	18	20	62.5	51

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	205	447	16	20	184.0	52
1	613	345	14	20	51.0	52
2	46	276	19	20	229.5	52
3	13	225	20	19	249.5	52
4	331	223	12	20	93.0	52
5	76	213	12	20	76.5	52
6	168	201	255	155	1209.0	52
6	23	184	12	20	154.5	52
7	50	180	20	20	84.0	52
8	220	114	20	18	97.5	52
9	319	100	9	20	37.0	52
10	297	18	18	20	65.5	52

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	206	448	16	20	184.0	53
1	615	345	14	20	51.0	53
2	47	278	19	20	229.5	53
3	333	225	12	20	93.0	53
4	13	225	20	19	249.5	53
5	250	220	5	5	6.0	53
5	78	213	12	20	76.5	53
6	168	201	255	155	1215.0	53
6	23	184	12	20	154.5	53
7	52	180	20	20	84.0	53
8	220	115	20	18	97.5	53
9	320	101	9	20	37.0	53
10	297	18	18	20	62.5	53

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	208	449	16	20	184.0	54
1	617	347	14	20	51.0	54
2	47	278	19	20	229.5	54
3	630	233	6	4	6.0	54
3	13	227	20	19	249.5	54
4	424	219	5	5	6.0	54
4	80	213	12	20	76.5	54
5	168	201	255	155	1326.0	54
5	23	184	12	20	154.5	54
6	52	181	20	20	85.0	54
7	220	115	20	18	97.5	54
8	322	102	9	20	37.0	54
9	299	20	18	20	62.5	54

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	208	451	16	20	184.0	55
1	617	349	14	20	51.0	55
2	47	278	19	20	229.5	55
3	15	229	20	19	249.5	55
4	81	214	12	20	76.5	55
5	168	201	255	155	1311.5	55
5	23	184	12	20	154.5	55
6	53	181	20	20	85.0	55
7	221	117	20	18	97.5	55
8	324	103	9	20	37.0	55
9	299	20	18	20	62.5	55

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	210	451	16	20	184.0	56
1	619	349	14	20	52.0	56
2	47	280	19	20	229.5	56
3	17	229	20	19	249.5	56
4	83	216	12	20	76.5	56
5	168	201	255	155	1306.0	56
5	25	184	12	20	154.5	56
6	53	182	20	20	85.0	56
7	222	119	20	18	104.0	56
8	324	103	9	20	37.0	56
9	301	20	18	20	62.5	56

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	212	451	16	20	184.0	57
1	47	281	19	20	229.5	57
2	19	231	20	19	249.5	57
3	85	216	12	20	76.5	57
4	168	201	255	155	1303.0	57
4	26	185	12	20	154.5	57
5	55	182	20	20	84.0	57
6	224	119	20	18	97.5	57
7	324	105	9	20	37.0	57
8	301	22	18	20	62.5	57

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	212	452	16	20	184.0	58
1	48	281	19	20	229.5	58
2	19	233	20	19	249.5	58
3	87	216	12	20	76.5	58
4	168	201	255	155	1316.5	58
4	28	185	12	20	154.5	58
5	57	183	20	20	84.0	58
6	226	120	20	18	97.5	58
7	324	107	9	20	37.0	58
8	301	23	18	20	62.5	58

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	212	452	16	20	184.0	59
1	46	283	22	20	236.5	59
2	21	235	20	19	249.5	59
3	88	217	12	20	76.5	59
4	168	201	255	155	1305.0	59
4	28	187	12	20	154.5	59
5	57	185	20	20	84.0	59
6	225	120	21	18	102.5	59
7	326	107	9	20	37.0	59
8	301	23	18	20	62.5	59

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	212	452	16	20	185.0	60
1	49	285	19	20	229.5	60
2	23	235	20	19	250.0	60
3	89	217	12	20	76.5	60
4	168	201	255	155	1310.5	60
4	28	188	12	20	154.5	60
5	59	186	20	20	86.5	60
6	226	120	20	18	96.5	60
7	326	108	9	20	37.0	60
8	303	23	18	20	62.0	60

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	213	453	16	20	185.0	61
1	332	352	5	6	6.0	61
1	51	286	19	20	229.5	61
2	25	235	20	19	250.0	61
3	91	217	12	20	76.5	61
4	168	201	255	155	1297.5	61
4	60	188	20	20	90.5	61
5	29	188	12	20	154.5	61
6	226	120	20	18	96.5	61
7	328	108	9	20	37.0	61
8	305	23	18	20	62.0	61

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	213	453	16	20	185.0	62
1	51	288	19	20	229.5	62
2	25	235	20	19	250.0	62
3	91	219	12	20	76.5	62
4	168	201	255	155	1279.5	62
4	60	188	20	20	85.5	62
5	31	188	12	20	154.5	62
6	226	120	20	18	96.5	62
7	328	108	9	20	37.0	62
8	307	23	18	20	62.0	62

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	213	453	16	20	185.0	63
1	53	288	19	20	229.5	63
2	27	236	20	19	250.0	63
3	538	225	3	3	2.5	63
3	541	221	3	3	2.5	63
3	91	221	12	20	76.5	63
4	168	201	255	155	1256.5	63
4	31	190	12	20	154.5	63
5	61	189	20	20	85.5	63
6	227	120	20	18	96.5	63
7	330	109	9	20	37.0	63
8	307	24	18	20	62.0	63

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	213	453	16	20	185.0	64
1	54	288	19	20	229.5	64
2	28	237	20	19	250.0	64
3	92	223	12	20	76.5	64
4	168	201	255	155	1272.5	64
4	33	190	12	20	154.5	64
5	62	189	20	20	85.5	64
6	228	122	20	18	96.5	64
7	332	110	9	20	37.0	64
8	309	24	18	20	62.0	64

