

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
11	387	30	20	15	78.5	8
12	95	8	16	20	210.0	8

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	238	371	16	20	71.5	9
1	98	256	255	155	1209.5	9
1	102	249	19	19	93.5	9
2	550	206	8	20	45.5	9
3	142	200	20	17	80.0	9
4	112	177	16	20	76.5	9
5	58	148	20	22	199.0	9
6	398	140	18	20	113.5	9
7	315	102	19	20	258.5	9
8	26	94	11	20	105.0	9
9	239	91	16	20	188.5	9
10	471	55	14	20	51.5	9
11	387	30	20	15	78.5	9
12	95	8	16	20	210.0	9

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	238	371	17	20	73.5	10
1	98	256	255	155	1219.0	10
1	102	250	19	19	93.5	10
2	551	207	8	20	45.5	10
3	142	202	20	17	80.0	10
4	112	179	16	20	76.5	10
5	58	148	20	20	192.0	10
6	398	140	18	20	113.5	10
7	313	103	23	20	265.0	10
8	28	96	11	20	105.0	10
9	240	91	16	20	188.5	10
10	473	55	14	20	51.5	10
11	389	30	20	15	78.5	10
12	95	9	16	20	210.0	10

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	238	372	16	20	72.5	11
1	98	256	255	155	1216.0	11
1	102	249	19	20	100.5	11
2	551	209	8	20	45.5	11
3	142	203	20	17	80.0	11
4	112	179	16	20	76.5	11
5	58	149	20	20	192.0	11
6	398	142	18	20	113.5	11
7	317	104	19	20	258.5	11
8	30	96	11	20	105.0	11
9	241	91	16	20	188.5	11
10	474	55	14	20	51.5	11
11	391	30	20	15	78.5	11
12	96	10	16	20	210.0	11

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	240	373	16	20	79.5	12
1	98	256	255	155	1209.0	12
1	103	250	19	19	94.5	12
2	551	210	8	20	44.5	12
3	143	204	20	17	79.5	12
4	113	179	16	20	77.0	12
5	60	149	20	20	190.0	12
6	399	142	18	20	111.5	12
7	319	104	19	20	260.5	12
8	30	98	11	20	104.5	12
9	243	91	16	20	188.5	12
10	474	57	14	20	51.5	12
11	392	31	20	15	83.0	12
12	97	10	16	20	210.0	12

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	240	374	16	20	72.5	13
1	98	256	255	155	1212.0	13
1	103	250	19	19	101.0	13
2	553	210	8	20	44.5	13
3	143	204	20	17	79.5	13
4	114	181	16	20	77.0	13
5	60	149	20	20	190.0	13
6	399	142	18	20	111.5	13
7	321	106	19	20	260.5	13
8	32	98	11	20	104.5	13
9	245	93	16	20	188.5	13
10	474	58	14	20	51.5	13
11	392	32	20	15	83.0	13
12	97	10	16	20	210.0	13

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	242	374	16	20	72.5	14
1	270	361	5	5	6.0	14
1	98	256	255	155	1209.0	14
1	103	251	19	19	94.5	14
2	553	210	8	20	44.5	14
3	143	205	20	17	79.5	14
4	114	183	16	20	77.0	14
5	62	150	20	20	190.0	14
6	400	142	18	20	111.5	14
7	323	107	19	20	260.5	14
8	32	98	11	20	104.5	14
9	245	95	16	20	188.5	14
10	475	58	14	20	51.5	14
11	392	32	20	15	83.0	14
12	97	10	16	20	210.0	14

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	244	374	16	20	72.5	15
1	98	256	255	155	1216.0	15
1	103	253	19	19	94.5	15
2	555	212	8	20	44.5	15
3	143	207	20	17	79.5	15
4	114	183	16	20	76.5	15
5	64	150	20	20	190.0	15
6	402	144	18	20	112.5	15
7	325	107	19	20	260.5	15
8	34	98	11	20	104.5	15
9	247	95	16	20	188.5	15
10	477	58	14	20	51.5	15
11	392	32	20	15	83.0	15
12	99	11	16	20	210.0	15

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	246	376	16	20	72.5	16
1	98	256	255	155	1210.0	16
1	103	253	19	21	99.0	16
2	557	213	8	20	44.5	16
3	144	209	20	17	79.5	16
4	116	183	16	20	77.0	16
5	65	152	20	20	189.5	16
6	402	145	18	20	112.5	16
7	326	107	19	20	260.5	16
8	36	98	11	20	104.5	16
9	249	95	16	20	188.5	16
10	477	58	14	20	51.5	16
11	392	34	20	15	81.5	16
12	100	11	16	20	210.0	16

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	248	376	16	20	71.5	17
1	98	256	255	155	1209.0	17
1	104	254	19	19	94.5	17
2	559	213	8	20	43.5	17
3	144	211	20	17	79.5	17
4	116	185	16	20	76.5	17
5	66	153	20	20	189.5	17
6	404	145	18	20	112.5	17
7	326	107	19	20	260.5	17
8	38	98	11	20	104.5	17
9	249	95	16	20	188.5	17
10	477	60	14	20	51.5	17
11	392	31	20	18	85.5	17
12	101	12	16	20	213.0	17

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	249	378	16	20	71.5	18
1	126	267	3	3	2.5	18
1	98	256	255	155	1209.0	18
1	106	254	19	19	93.5	18
2	559	213	8	20	43.5	18
3	146	211	20	17	79.5	18
4	116	187	16	20	76.5	18
5	67	154	20	20	189.5	18
6	405	147	18	20	118.5	18
7	326	109	19	20	260.5	18
8	38	99	11	20	104.5	18
9	251	95	16	20	188.5	18
10	477	61	14	20	51.5	18
11	392	34	20	15	80.0	18
12	102	12	16	20	210.0	18

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	249	378	16	20	71.5	19
1	98	256	255	155	1209.0	19
1	107	255	19	19	93.5	19
2	560	214	8	20	48.5	19
3	146	213	20	17	79.5	19
4	116	187	16	20	76.5	19
5	67	154	20	20	189.5	19
6	407	148	18	20	113.5	19
7	327	111	19	20	260.5	19
8	38	99	11	20	104.5	19
9	252	96	16	20	188.5	19
10	633	77	4	6	6.0	19
10	477	62	14	20	51.5	19
11	392	36	20	15	80.0	19
12	104	14	16	20	210.0	19

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	249	378	16	20	71.5	20
1	107	257	19	19	93.5	20
2	98	256	255	155	1209.0	20
2	147	215	20	17	79.5	20
3	562	214	8	20	44.5	20
4	118	188	16	20	76.5	20
5	68	155	20	20	189.5	20
6	408	149	18	20	113.5	20
7	327	112	19	20	260.5	20
8	40	99	11	20	104.5	20
9	252	96	16	20	188.5	20
10	479	62	14	20	50.5	20
11	394	36	20	15	80.0	20
12	106	14	16	20	210.0	20

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	249	378	16	20	71.5	21
1	107	257	19	19	93.5	21
2	98	256	255	155	1209.0	21
2	143	217	24	17	83.0	21
3	564	216	8	20	44.5	21
4	120	190	16	20	76.5	21
5	68	155	20	20	189.5	21
6	408	149	18	20	113.5	21
7	327	113	19	20	260.5	21
8	41	99	11	20	104.5	21
9	252	96	16	20	188.5	21
10	479	62	14	20	50.5	21
11	394	37	20	14	79.0	21
12	108	15	16	20	210.0	21

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	251	378	16	20	71.5	22
1	109	260	19	18	92.5	22
2	98	256	255	155	1215.5	22
2	147	218	20	17	79.5	22
3	564	216	8	20	44.5	22
4	8	202	16	20	67.0	22
5	122	190	16	20	76.5	22
6	68	155	20	20	189.5	22
7	410	150	18	20	113.5	22
8	327	113	19	20	260.5	22
9	42	101	11	20	104.5	22
10	253	98	16	20	188.5	22
11	479	64	16	20	63.5	22
12	394	37	20	14	79.0	22
13	109	16	17	20	211.0	22

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	253	379	16	20	71.5	23
1	110	260	19	18	92.5	23
2	98	256	255	159	1241.5	23
2	147	218	20	17	79.5	23
3	564	217	8	20	44.5	23
4	10	203	16	20	67.0	23
5	122	191	16	20	76.5	23
6	69	157	20	20	190.0	23
7	410	150	18	20	113.5	23
8	327	115	19	20	260.5	23
9	43	101	11	20	104.5	23
10	253	100	16	20	188.5	23
11	479	64	14	20	50.5	23
12	396	37	20	14	85.0	23
13	112	16	16	20	210.0	23

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	254	381	16	20	72.5	24
1	110	260	19	18	92.5	24
2	98	256	255	155	1212.0	24
2	563	219	9	25	47.0	24
3	147	219	20	17	79.5	24
4	11	205	16	20	67.0	24
5	122	191	15	20	77.0	24
6	69	157	20	20	190.0	24
7	412	151	18	20	113.5	24
8	327	115	19	20	259.5	24
9	253	102	16	20	188.5	24
10	43	101	11	20	105.0	24
11	479	64	14	20	51.0	24
12	396	36	20	15	78.0	24
13	112	18	16	20	210.0	24

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	256	381	16	20	72.5	25
1	111	260	19	18	92.5	25
2	98	256	255	155	1209.0	25
2	564	219	8	20	44.5	25
3	147	219	20	17	79.5	25
4	12	205	16	20	67.0	25
5	122	191	15	20	77.0	25
6	70	157	20	20	190.0	25
7	412	153	18	20	113.5	25
8	327	115	19	20	259.5	25
9	253	102	16	20	188.5	25
10	43	102	11	20	104.5	25
11	481	64	14	20	51.0	25
12	396	38	20	15	78.0	25
13	112	19	16	20	210.0	25

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	256	382	16	20	75.0	26
1	113	260	19	18	92.5	26
2	98	256	255	155	1209.0	26
2	564	221	8	20	44.5	26
3	147	220	20	17	79.5	26
4	14	205	16	20	67.0	26
5	122	193	16	20	77.5	26
6	71	159	20	20	190.0	26
7	412	153	18	20	113.5	26
8	506	139	3	6	8.0	26
8	327	116	19	24	264.5	26
9	253	102	16	20	188.5	26
10	45	102	11	20	104.5	26
11	481	64	14	20	51.0	26
12	398	38	20	15	78.0	26
13	112	19	16	20	210.0	26

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	256	382	16	20	72.5	27
1	114	262	19	18	92.5	27
2	98	256	255	155	1209.0	27
2	149	222	20	17	79.5	27
3	565	221	8	20	44.5	27
4	16	206	16	20	67.0	27
5	122	195	16	20	77.5	27
6	71	160	20	20	190.0	27
7	412	153	18	20	113.5	27
8	328	116	19	20	259.5	27
9	45	104	11	20	104.5	27
10	254	103	16	20	188.5	27
11	482	65	14	20	51.0	27
12	398	40	20	15	78.0	27
13	112	20	16	20	210.0	27

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	256	382	16	20	72.5	28
1	67	351	6	3	8.0	28
1	116	264	19	18	92.5	28
2	98	256	255	155	1209.0	28
2	150	222	20	17	79.5	28
3	567	221	8	20	44.5	28
4	349	220	6	6	5.0	28
4	18	208	16	20	67.0	28
5	123	195	16	20	77.5	28
6	73	161	20	20	190.0	28
7	412	153	18	20	113.5	28
8	330	117	19	20	259.5	28
9	45	105	11	20	104.5	28
10	254	103	16	20	188.5	28
11	483	67	14	20	51.0	28
12	398	40	20	15	78.0	28
13	112	22	16	20	210.0	28

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	256	384	16	20	71.5	29
1	117	264	19	18	92.5	29
2	98	256	255	155	1213.0	29
2	150	222	20	17	79.5	29
3	569	221	8	20	44.5	29
4	20	209	16	20	67.0	29
5	123	195	16	20	77.5	29
6	75	162	20	20	190.0	29
7	414	153	18	20	113.5	29
8	330	117	19	20	259.5	29
9	45	105	11	20	104.5	29
10	255	103	16	20	188.5	29
11	483	67	14	20	51.0	29
12	399	40	20	15	78.0	29
13	112	22	16	20	210.0	29

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	256	385	16	20	71.5	30
1	117	266	19	18	92.5	30
2	98	256	255	155	1216.0	30
2	151	222	20	17	79.5	30
3	570	221	8	20	44.5	30
4	20	209	16	20	67.0	30
5	125	196	16	20	76.5	30
6	75	164	20	20	189.5	30
7	414	155	18	20	113.5	30
8	331	119	19	20	259.5	30
9	45	106	11	20	104.5	30
10	255	103	16	20	188.5	30
11	485	67	14	20	51.0	30
12	400	40	20	15	78.0	30
13	114	22	16	20	210.0	30

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	105	411	3	3	2.5	31
0	257	387	16	20	71.5	31
1	117	266	19	18	92.5	31
2	98	256	255	155	1209.5	31
2	151	224	20	17	79.5	31
3	570	221	8	20	44.5	31
4	21	209	16	20	67.0	31
5	121	198	20	20	84.0	31
6	75	164	20	20	189.5	31
7	414	155	18	20	113.5	31
8	332	121	19	20	260.5	31
9	45	108	11	20	105.0	31
10	255	103	16	20	188.5	31
11	485	68	14	20	51.0	31
12	402	42	23	15	83.5	31
13	114	24	16	20	210.0	31

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	257	387	16	20	71.5	32
1	119	267	19	19	93.5	32
2	98	256	255	155	1214.5	32
2	152	225	20	17	79.5	32
3	572	222	8	20	44.5	32
4	23	211	16	20	67.0	32
5	126	198	16	20	76.5	32
6	75	166	20	20	189.5	32
7	414	157	18	20	113.5	32
8	334	121	19	20	260.5	32
9	45	109	11	20	105.0	32
10	255	103	16	20	188.5	32
11	485	68	14	20	51.0	32
12	404	42	20	15	77.5	32
13	114	25	16	20	210.0	32

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	258	387	16	20	71.5	33
1	119	269	19	19	98.0	33
2	98	256	255	155	1209.0	33
2	152	227	20	17	79.5	33
3	574	222	8	20	44.5	33
4	24	211	16	20	70.5	33
5	126	198	16	20	76.5	33
6	76	166	20	20	189.5	33
7	414	157	18	20	113.5	33
8	336	121	19	20	260.5	33
9	46	110	11	20	105.0	33
10	256	105	16	20	188.5	33
11	485	68	14	20	51.0	33
12	405	42	20	15	77.5	33
13	114	25	16	20	210.0	33

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	259	387	16	20	71.5	34
1	121	269	19	19	93.5	34
2	98	256	255	155	1209.0	34
2	152	229	20	17	79.5	34
3	574	222	8	20	44.5	34
4	24	212	16	20	66.0	34
5	128	198	16	20	76.5	34
6	76	167	20	20	189.5	34
7	414	159	18	20	113.5	34
8	337	122	19	20	260.5	34
9	46	110	11	20	105.0	34
10	257	105	16	20	188.5	34
11	487	68	14	20	51.0	34
12	405	42	20	15	77.5	34
13	115	26	16	20	210.0	34

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	259	388	16	20	71.5	35
1	122	270	19	19	93.5	35
2	98	256	255	155	1209.0	35
2	152	231	20	17	79.5	35
3	574	224	8	20	44.5	35
4	25	212	16	20	67.0	35
5	130	199	16	20	76.5	35
6	78	167	20	20	189.5	35
7	416	160	18	20	113.5	35
8	337	122	19	20	260.5	35
9	46	111	11	20	105.0	35
10	258	107	16	20	188.5	35
11	489	69	14	20	51.0	35
12	407	42	20	15	77.5	35
13	115	27	16	20	210.0	35

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	260	388	16	20	71.5	36
1	123	273	19	18	92.5	36
2	98	256	255	155	1209.0	36
2	152	233	20	17	80.0	36
3	572	225	11	22	48.0	36
4	25	212	16	20	67.0	36
5	132	201	16	20	78.0	36
6	78	167	20	20	189.5	36
7	417	160	18	20	114.0	36
8	339	124	19	20	264.0	36
9	48	111	11	20	104.5	36
10	259	109	16	20	188.5	36
11	489	71	14	20	51.0	36
12	407	44	20	15	85.0	36
13	117	27	16	20	210.0	36

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	120	472	7	4	7.0	37
0	262	388	16	20	71.5	37
1	123	273	19	18	92.5	37
2	98	256	255	155	1216.0	37
2	152	234	20	17	80.0	37
3	575	225	8	20	44.5	37
4	27	212	16	20	67.0	37
5	134	202	16	20	78.0	37
6	79	167	20	20	189.5	37
7	419	160	18	20	112.5	37
8	340	124	19	20	260.5	37
9	49	113	11	20	104.5	37
10	259	111	16	20	188.5	37
11	489	71	14	20	51.0	37
12	407	44	20	15	85.0	37
13	117	27	16	20	210.0	37

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	263	388	16	20	71.5	38
1	124	273	19	18	92.5	38
2	98	256	255	155	1209.0	38
2	154	236	20	17	80.0	38
3	575	226	8	20	43.5	38
4	27	212	16	20	67.0	38
5	134	202	16	20	78.0	38
6	79	167	20	20	189.5	38
7	420	162	18	20	111.5	38
8	342	125	19	20	260.5	38
9	50	113	11	20	104.5	38
10	259	111	16	20	188.5	38
11	490	71	14	20	51.0	38
12	409	44	20	15	85.5	38
13	119	29	16	20	210.0	38

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	264	388	16	20	71.5	39
1	124	273	19	18	92.5	39
2	98	256	255	155	1207.5	39
2	154	236	20	17	80.0	39
3	575	226	8	20	43.5	39
4	27	212	16	20	67.0	39
5	134	202	16	20	78.0	39
6	79	167	20	20	189.5	39
7	422	164	18	20	112.5	39
8	342	125	19	20	260.5	39
9	51	114	11	20	103.5	39
10	260	110	16	23	192.5	39
11	492	72	14	20	51.0	39
12	410	43	20	16	96.0	39
13	121	29	16	20	210.0	39

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	264	388	16	20	75.0	40
1	354	353	3	3	2.5	40
1	350	350	3	3	2.5	40
1	124	274	19	18	92.5	40
2	98	256	255	155	1207.5	40
2	154	238	22	17	86.0	40
3	576	228	8	20	43.5	40
4	28	212	16	20	67.0	40
5	134	203	16	20	78.0	40
6	80	167	20	20	189.5	40
7	422	165	18	20	112.5	40
8	342	126	19	20	267.0	40
9	260	115	16	20	188.5	40
10	51	114	11	20	103.5	40
11	492	72	14	20	51.0	40
12	410	44	20	15	85.5	40
13	121	30	16	20	210.0	40

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	265	388	16	20	71.5	41
1	125	274	19	18	92.5	41
2	98	256	255	155	1217.0	41
2	154	240	20	17	79.5	41
3	578	229	8	20	43.5	41
4	28	212	16	20	67.0	41
5	134	203	16	20	78.0	41
6	82	169	20	20	189.5	41
7	422	166	18	20	112.5	41
8	344	126	19	20	260.5	41
9	261	116	16	20	188.5	41
10	51	114	11	20	103.5	41
11	492	72	14	20	51.0	41
12	410	44	20	15	85.5	41
13	121	30	16	20	210.0	41

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	265	388	16	20	71.5	42
1	126	274	19	18	92.5	42
2	98	256	255	155	1209.5	42
2	155	240	20	17	80.0	42
3	578	230	8	20	44.5	42
4	28	214	16	21	76.0	42
5	136	203	16	22	81.5	42
6	83	169	20	20	189.5	42
7	422	166	18	20	112.5	42
8	344	126	19	20	260.5	42
9	261	117	16	20	188.5	42
10	51	114	11	20	103.5	42
11	494	72	14	20	51.0	42
12	412	44	20	15	85.5	42
13	123	30	16	20	210.0	42

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	267	388	16	20	71.5	43
1	126	274	19	18	92.5	43
2	98	256	255	155	1207.5	43
2	155	241	20	17	80.0	43
3	579	232	8	20	44.5	43
4	28	214	16	20	67.0	43
5	137	204	16	20	77.5	43
6	84	169	20	20	189.5	43
7	422	166	18	20	112.5	43
8	346	126	19	20	260.5	43
9	79	119	7	4	7.0	43
9	261	117	16	20	188.5	43
10	51	116	11	20	103.5	43
11	494	72	14	20	51.0	43
12	414	45	20	15	84.5	43
13	125	32	17	20	211.0	43

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	267	388	16	20	71.5	44
1	126	276	19	18	92.5	44
2	98	256	255	155	1208.5	44
2	155	242	20	17	83.5	44
3	580	232	8	20	44.5	44
4	29	215	16	20	67.0	44
5	137	205	16	20	77.5	44
6	85	169	20	20	189.5	44
7	422	166	18	20	112.5	44
8	348	128	19	20	260.5	44
9	53	118	11	20	103.5	44
10	262	117	16	20	188.5	44
11	494	72	14	20	51.0	44
12	416	45	20	15	85.5	44
13	127	32	16	20	210.0	44

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	268	389	16	20	71.5	45
1	126	276	19	18	92.5	45
2	98	256	255	155	1207.5	45
2	155	242	20	17	80.0	45
3	580	232	8	20	44.5	45
4	29	216	16	20	67.0	45
5	137	206	16	20	77.5	45
6	85	169	20	20	189.5	45
7	422	166	18	20	112.5	45
8	350	129	19	20	259.5	45
9	53	120	11	20	104.5	45
10	263	118	16	20	188.5	45
11	494	72	14	20	51.0	45
12	417	45	20	16	85.0	45
13	129	32	16	20	210.0	45
14	486	7	14	20	132.0	45

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	268	390	16	20	71.5	46
1	127	276	19	18	92.5	46
2	98	256	255	155	1207.5	46
2	155	242	20	17	80.0	46
3	581	233	8	20	44.5	46
4	30	216	16	20	67.0	46
5	137	207	16	20	76.5	46
6	85	169	20	20	189.5	46
7	422	167	18	20	112.5	46
8	351	129	19	20	255.0	46
9	264	120	16	20	188.5	46
10	53	120	11	20	104.5	46
11	496	72	14	20	51.0	46
12	418	48	20	15	84.5	46
13	130	32	16	20	210.0	46
14	486	8	14	20	131.0	46

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	269	392	16	20	71.5	47
1	128	278	19	18	92.5	47
2	98	256	255	155	1207.5	47
2	156	244	20	17	80.0	47
3	581	234	8	20	44.5	47
4	30	218	16	20	67.0	47
5	138	208	16	20	76.5	47
6	85	170	20	20	189.5	47
7	424	168	18	20	112.5	47
8	351	129	19	20	255.0	47
9	262	122	19	20	195.0	47
10	53	120	11	20	104.5	47
11	497	72	14	20	51.0	47
12	438	57	3	3	2.5	47
12	419	50	20	15	82.0	47
13	130	33	16	20	210.0	47
14	487	9	14	20	131.0	47

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	270	392	16	20	72.5	48
1	130	280	19	18	92.5	48
2	98	256	255	155	1209.0	48
2	156	245	20	17	80.5	48
3	582	231	8	24	48.5	48
4	32	220	16	20	67.0	48
5	138	208	16	20	76.5	48
6	86	172	20	20	191.0	48
7	424	168	18	20	112.5	48
8	352	129	19	20	55.0	48
9	265	124	16	20	188.5	48
10	54	121	11	20	103.0	48
11	497	74	14	20	52.0	48
12	421	49	20	16	81.0	48
13	131	35	16	20	210.0	48
14	487	11	14	20	131.0	48

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	274	426	3	3	2.5	49
0	277	422	3	3	2.5	49
0	270	394	16	20	72.5	49
1	131	280	19	18	92.5	49
2	98	256	255	155	1209.0	49
2	156	245	20	17	80.5	49
3	583	236	8	20	44.5	49
4	32	222	16	20	67.0	49
5	139	210	16	20	76.5	49
6	86	172	20	20	191.0	49
7	424	170	18	20	113.5	49
