

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	233	414	20	19	280.5	0
1	153	283	14	20	118.0	0
2	10	277	13	20	90.5	0
3	307	275	20	15	91.0	0
4	163	261	15	19	131.0	0
5	376	244	15	20	87.5	0
6	78	202	11	20	107.0	0
7	34	199	18	20	155.5	0
8	596	170	18	20	194.5	0
9	110	168	14	20	100.0	0
10	17	81	20	18	91.5	0
11	525	14	20	20	92.0	0

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	235	414	20	19	280.5	1
1	154	285	14	20	118.0	1
2	11	279	13	20	89.5	1
3	307	275	20	15	91.0	1
4	164	264	14	16	124.0	1
5	376	244	15	20	90.0	1
6	79	204	11	20	107.0	1
7	36	200	18	20	154.5	1
8	598	172	18	20	194.5	1
9	111	169	14	20	100.0	1
10	17	81	20	18	91.5	1
11	527	14	20	20	92.0	1

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	236	414	20	19	280.5	2
1	154	286	14	20	118.0	2
2	11	281	13	20	89.5	2
3	307	275	20	15	91.0	2
4	165	264	14	18	143.0	2
5	377	244	16	20	87.5	2
6	80	204	11	20	107.0	2
7	38	202	18	20	154.5	2
8	598	172	18	20	194.5	2
9	111	171	14	20	100.0	2
10	17	81	20	18	91.5	2
11	527	14	20	20	92.0	2

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	236	416	20	19	280.5	3
1	154	286	14	20	118.0	3
2	12	283	13	20	89.5	3
3	307	275	20	15	91.0	3
4	165	264	14	18	143.0	3
5	377	244	16	20	90.5	3
6	81	204	11	20	107.0	3
7	38	203	18	20	154.5	3
8	600	172	18	20	194.5	3
9	113	171	14	20	100.0	3
10	17	81	20	18	91.5	3
11	527	15	20	20	98.0	3

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	236	416	20	19	280.5	4
1	155	287	14	20	118.0	4
2	12	283	13	20	89.5	4
3	307	276	20	15	89.0	4
4	165	264	14	18	149.5	4
5	377	243	19	21	91.5	4
6	81	206	11	20	107.0	4
7	38	203	18	20	154.5	4
8	600	174	18	20	194.5	4
9	114	171	14	20	100.0	4
10	17	83	20	18	91.5	4
11	527	15	20	20	98.0	4

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	236	416	20	19	280.5	5
1	155	288	14	20	118.0	5
2	12	285	13	20	89.5	5
3	308	278	20	15	89.0	5
4	165	264	14	19	156.0	5
5	379	244	15	20	86.5	5
6	82	206	11	20	107.0	5
7	40	204	18	20	154.5	5
8	601	174	18	20	194.5	5
9	114	171	14	20	100.0	5
10	18	85	20	18	91.5	5
11	529	15	20	20	92.0	5

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	237	417	20	19	279.5	6
1	157	290	14	20	118.0	6
2	12	286	13	20	89.5	6
3	308	278	20	15	89.0	6
4	165	266	14	19	156.0	6
5	379	242	15	22	92.5	6
6	82	206	11	20	107.0	6
7	40	204	18	20	154.5	6
8	602	175	18	20	194.5	6
9	113	172	15	20	101.5	6
10	19	86	20	18	91.5	6
11	529	15	20	20	92.0	6

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	237	418	20	19	279.5	7
1	157	290	14	20	122.0	7
2	14	286	13	20	89.5	7
3	310	278	20	15	89.0	7
4	165	266	14	19	156.0	7
5	379	246	15	20	92.5	7
6	82	208	11	20	107.0	7
7	40	204	18	20	154.5	7
8	604	175	18	20	193.5	7
9	115	173	15	20	104.5	7
10	19	87	20	18	91.5	7
11	529	15	20	20	92.0	7

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	238	419	20	19	280.5	8
1	157	290	14	20	118.0	8
2	14	286	13	20	89.5	8
3	310	278	20	15	89.0	8
4	167	268	14	17	142.5	8
5	380	247	15	20	87.0	8
6	84	208	11	20	107.0	8
7	40	204	18	20	154.5	8
8	604	176	18	20	193.5	8
9	117	173	15	20	101.0	8
10	21	87	20	18	91.5	8
11	529	15	20	20	92.0	8

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	240	419	20	19	280.5	9
1	159	290	14	20	118.0	9
2	15	287	13	20	89.5	9
3	310	280	20	15	89.0	9
4	169	268	14	17	142.5	9
5	381	247	15	20	87.0	9
6	84	208	11	20	107.0	9
7	42	204	18	20	154.5	9
8	605	176	18	20	193.5	9
9	119	173	15	20	101.0	9
10	21	87	20	18	91.5	9
11	529	15	20	22	99.5	9

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	240	419	20	19	280.5	10
1	159	291	14	20	118.0	10
2	16	287	13	20	89.5	10
3	312	280	20	15	90.0	10
4	171	268	14	19	150.5	10
5	383	247	15	20	90.5	10
6	85	208	11	20	107.0	10
7	42	204	18	20	154.5	10
8	607	176	18	20	195.0	10
9	120	175	14	20	100.0	10
10	22	88	20	18	91.5	10
11	530	17	20	20	92.0	10

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	241	419	20	19	280.5	11
1	160	293	14	20	118.0	11
2	17	288	13	20	89.5	11
3	313	280	20	15	89.0	11
4	173	268	18	20	165.0	11
5	385	247	15	20	87.5	11
6	85	209	11	20	107.0	11
7	42	205	18	20	154.5	11
8	120	176	14	20	100.0	11
9	608	174	18	22	198.5	11
10	24	90	20	18	91.5	11
11	530	19	20	20	92.0	11

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	242	419	20	20	280.5	12
1	160	293	14	20	118.0	12
2	18	289	13	20	89.5	12
3	313	280	20	15	89.0	12
4	175	270	14	20	155.0	12
5	387	247	15	20	86.5	12
6	85	210	11	20	107.0	12
7	44	205	18	20	154.5	12
8	610	178	18	20	194.5	12
9	121	177	14	20	100.0	12
10	26	90	20	18	91.5	12
11	530	20	20	20	93.0	12

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	243	419	20	20	280.5	13
1	160	293	14	20	118.0	13
2	19	289	13	20	89.5	13
3	315	282	20	15	89.0	13
4	176	270	14	20	157.0	13
5	387	248	15	20	86.5	13
6	86	212	11	20	107.0	13
7	44	207	18	20	154.5	13
8	611	180	18	20	194.5	13
9	121	179	14	20	100.0	13
10	28	90	20	18	91.5	13
11	530	20	20	20	93.0	13

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	245	419	20	20	280.5	14
1	160	294	14	20	118.0	14
2	19	291	13	20	89.5	14
3	316	282	20	15	89.0	14
4	176	270	14	20	159.0	14
5	389	249	15	20	86.5	14
6	87	212	11	20	107.0	14
7	46	209	18	20	154.5	14
8	613	182	18	20	194.5	14
9	121	179	14	20	100.0	14
10	30	92	20	18	91.5	14
11	532	20	20	20	93.0	14

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	245	419	20	20	280.5	15
1	160	294	14	20	118.0	15
2	21	293	13	20	89.5	15
3	316	278	20	19	96.0	15
4	176	270	14	20	159.0	15
5	391	251	15	20	86.5	15
6	89	214	11	20	107.0	15
7	47	211	18	20	154.5	15
8	615	183	18	20	194.5	15
9	122	179	14	20	100.0	15
10	30	94	20	18	91.5	15
11	534	22	20	20	93.0	15

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	245	419	20	20	280.5	16
1	160	295	14	20	118.0	16
2	21	294	13	20	89.5	16
3	316	283	20	15	89.0	16
4	177	270	14	20	160.0	16
5	392	251	15	20	86.5	16
6	91	215	11	20	107.0	16
7	47	210	18	23	163.5	16
8	615	183	18	20	194.5	16
9	123	179	14	20	100.0	16
10	30	95	20	18	91.5	16
11	534	22	20	20	93.0	16

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	245	419	20	20	280.5	17
1	160	295	14	20	119.5	17
2	21	294	13	20	89.5	17
3	316	283	20	15	89.0	17
4	177	270	14	20	160.0	17
5	393	252	15	20	86.5	17
6	93	215	11	20	107.0	17
7	47	213	18	20	154.5	17
8	615	184	18	20	194.5	17
9	124	180	14	20	100.0	17
10	31	95	20	18	91.5	17
11	535	22	20	20	93.0	17

