

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
11	98	57	10	20	57.5	7
12	147	54	20	18	103.0	7
13	366	19	20	20	90.5	7

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	237	440	3	3	2.5	8
0	241	437	3	3	2.5	8
0	90	386	19	20	66.5	8
1	465	362	16	20	85.0	8
2	190	298	255	155	1217.0	8
2	581	295	15	20	61.5	8
3	237	283	18	20	86.0	8
4	125	270	18	20	44.5	8
5	94	263	18	20	134.5	8
6	600	214	10	20	74.0	8
7	412	171	3	19	15.5	8
8	610	159	16	20	107.0	8
9	119	145	20	14	43.0	8
10	10	124	18	20	124.5	8
11	99	58	10	20	57.5	8
12	147	55	20	18	103.0	8
13	366	20	20	20	90.5	8

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	90	388	19	20	66.5	9
1	466	364	16	20	86.0	9
2	190	298	255	155	1209.0	9
2	582	295	15	20	61.5	9
3	238	285	18	20	87.0	9
4	127	272	18	20	45.5	9
5	94	264	18	20	134.5	9
6	601	214	10	20	74.0	9
7	412	171	3	19	15.5	9
8	610	159	16	20	107.0	9
9	119	145	20	14	43.0	9
10	10	126	18	20	124.5	9
11	99	59	10	20	57.5	9
12	147	55	20	18	103.0	9
13	368	22	20	20	90.5	9

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	90	389	19	20	73.0	10
1	466	365	16	20	86.0	10
2	190	298	255	155	1209.0	10
2	582	295	15	20	61.5	10
3	240	285	18	20	87.0	10
4	127	274	18	24	49.5	10
5	95	266	18	20	134.5	10
6	601	214	10	20	74.0	10
7	414	171	3	19	15.5	10
8	612	160	16	20	110.0	10
9	121	145	20	14	43.0	10
10	11	126	18	20	123.5	10
11	101	61	10	20	57.5	10
12	149	57	20	18	103.0	10
13	369	22	20	20	90.5	10

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	91	389	19	20	66.5	11
1	467	366	16	20	86.0	11
2	190	298	255	155	1217.0	11
2	584	296	15	20	61.5	11
3	241	285	18	20	87.0	11
4	127	274	18	20	45.5	11
5	95	266	18	20	134.5	11
6	603	214	10	20	74.0	11
7	415	171	3	19	15.5	11
8	614	161	16	20	107.5	11
9	122	147	20	14	43.0	11
10	11	125	18	23	130.0	11
11	102	62	10	20	57.5	11
12	149	58	20	18	103.0	11
13	369	23	20	20	90.5	11

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	91	391	19	20	63.5	12
1	467	368	16	20	85.0	12
2	190	298	255	155	1209.0	12
2	586	297	15	20	61.5	12
3	242	286	18	20	86.0	12
4	129	274	18	20	44.5	12
5	95	266	18	20	134.5	12
6	603	214	10	20	75.0	12
7	417	172	3	19	15.5	12
8	616	162	16	20	107.0	12
9	17	149	3	3	2.5	12
9	124	147	20	14	43.0	12
10	12	128	18	20	124.0	12
11	102	64	10	20	57.5	12
12	151	58	20	18	104.0	12
13	369	24	20	20	92.0	12
14	143	16	7	3	4.0	12

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	91	391	19	20	63.5	13
1	468	366	16	22	89.5	13
2	190	298	255	155	1209.0	13
2	587	297	15	20	61.5	13
3	243	288	18	20	86.0	13
4	129	276	18	20	44.5	13
5	95	266	18	20	134.5	13
6	605	215	10	20	75.0	13
7	418	172	3	19	15.5	13
8	616	162	16	20	107.0	13
9	125	148	20	14	43.0	13
10	14	128	18	20	123.5	13
11	102	66	10	20	57.5	13
12	153	59	20	18	104.0	13
13	370	24	20	20	92.0	13

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	93	393	19	20	63.5	14
1	468	370	16	20	85.0	14
2	587	299	15	20	61.5	14
3	190	298	255	155	1209.0	14
3	243	288	18	20	86.0	14
4	129	276	18	20	51.5	14
5	97	266	18	20	134.5	14
6	605	216	10	20	75.0	14
7	418	172	3	19	15.5	14
8	617	162	16	20	107.0	14
9	125	150	20	14	43.0	14
10	16	128	18	20	123.5	14
11	102	66	10	20	57.5	14
12	153	56	20	21	110.0	14
13	370	24	20	20	92.0	14

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	95	393	19	20	75.0	15
1	470	370	16	20	92.0	15
2	587	300	15	20	61.5	15
3	190	298	255	155	1216.0	15
3	243	289	18	20	86.0	15
4	129	278	18	20	44.5	15
5	99	266	18	20	134.5	15
6	605	218	14	20	82.0	15
7	419	172	3	19	15.5	15
8	617	164	16	20	107.0	15
9	126	150	21	14	45.5	15
10	18	128	18	20	123.5	15
11	104	66	10	20	57.5	15
12	153	59	20	18	104.0	15
13	371	24	20	20	92.0	15

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	95	393	19	20	63.5	16
1	470	370	16	20	86.0	16
2	589	300	15	20	61.5	16
3	190	298	255	155	1214.5	16
3	245	290	18	20	86.0	16
4	129	279	18	20	43.0	16
5	101	268	18	20	134.5	16
6	606	218	10	20	75.0	16
7	421	173	3	19	15.5	16
8	128	150	20	14	43.0	16
9	20	130	18	20	123.5	16
10	105	66	10	20	57.5	16
11	155	61	20	18	104.0	16
12	371	26	20	20	92.0	16

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	95	393	19	20	63.5	17
1	470	370	16	20	85.0	17
2	591	300	15	20	61.5	17
3	190	298	255	155	1210.0	17
3	242	292	21	20	91.0	17
4	129	281	18	20	43.0	17
5	102	268	18	20	134.5	17
6	606	220	10	20	75.0	17
7	421	175	3	19	15.5	17
8	129	151	20	14	43.0	17
9	20	130	18	20	123.5	17
10	107	67	10	20	57.5	17
11	155	63	20	18	104.0	17
12	372	26	20	20	92.0	17

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	97	393	19	20	63.5	18
1	471	370	16	20	86.0	18
2	593	301	15	20	61.5	18
3	190	298	255	155	1211.0	18
3	245	292	18	20	87.0	18
4	130	283	18	20	42.5	18
5	102	269	18	20	134.5	18
6	606	220	10	20	75.0	18
7	421	175	3	19	15.5	18
8	131	151	20	14	43.0	18
9	22	130	18	20	123.5	18
10	109	66	10	21	54.5	18
11	155	63	20	18	104.0	18
12	372	27	20	20	92.0	18

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	98	395	19	20	63.5	19
1	471	370	16	20	98.5	19
2	594	301	15	20	61.5	19
3	190	298	255	155	1212.0	19
3	246	293	18	20	87.0	19
4	132	283	18	20	43.0	19
5	104	269	18	20	134.5	19
6	606	221	10	20	75.0	19
7	423	176	3	19	15.5	19
8	131	151	20	14	43.0	19
9	22	131	18	20	123.5	19
10	109	69	10	20	51.5	19
11	155	64	20	18	104.0	19
12	372	27	20	20	92.0	19
13	433	9	14	20	88.5	19
14	345	6	6	20	22.0	19

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	98	395	19	20	63.5	20
1	471	370	16	20	85.0	20
2	595	301	15	20	61.5	20
3	190	298	255	155	1215.0	20
3	248	293	18	20	86.0	20
4	132	285	18	20	43.0	20
5	104	269	18	20	134.5	20
6	606	221	10	20	75.0	20
7	423	176	3	19	15.5	20
8	131	151	20	14	43.0	20
9	22	131	18	20	123.5	20
10	109	71	10	20	51.5	20
11	155	66	20	18	104.0	20
12	374	27	20	20	92.0	20
13	433	9	14	20	88.5	20
14	345	6	6	20	22.0	20

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	63	459	3	4	4.0	21
0	98	395	19	20	63.5	21
1	473	370	16	20	86.0	21
2	595	301	15	20	61.5	21
3	190	298	255	155	1209.0	21
3	250	293	18	20	86.5	21
4	132	287	18	20	55.0	21
5	104	270	18	20	134.5	21
6	606	221	10	20	75.0	21
7	424	178	3	19	15.5	21
8	132	151	20	14	43.0	21
9	127	136	5	7	6.0	21
9	24	133	18	20	124.5	21
10	109	72	10	20	51.5	21
11	155	67	20	18	104.0	21
12	376	28	20	20	92.0	21
13	435	11	14	20	88.5	21
14	345	7	6	20	22.0	21

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	98	396	19	20	63.5	22
1	474	370	16	20	86.0	22
2	596	301	15	20	61.5	22
3	190	298	255	155	1209.0	22
3	251	294	18	20	87.0	22
4	132	289	18	20	44.5	22
5	105	270	18	20	134.5	22
6	606	221	10	20	75.0	22
7	425	180	3	19	15.5	22
8	132	151	20	14	43.0	22
9	24	134	18	20	124.5	22
10	109	72	10	20	51.5	22
11	157	67	20	18	104.0	22
12	377	30	20	20	92.0	22
13	436	13	14	20	88.5	22
14	347	8	6	20	22.0	22

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	99	396	19	20	63.5	23
1	474	372	16	20	86.0	23
2	598	301	15	20	61.5	23
3	190	298	255	155	1214.0	23
3	251	294	18	20	87.5	23
4	250	293	3	3	2.5	23
4	133	290	18	20	43.0	23
5	106	270	18	20	140.0	23
6	607	221	10	20	75.0	23
7	427	182	3	19	15.5	23
8	133	151	20	14	43.0	23
9	24	135	18	20	124.5	23
10	111	72	10	20	57.5	23
11	159	69	20	18	104.0	23
12	378	30	20	20	92.0	23
13	436	13	14	20	88.5	23
14	349	9	6	20	22.0	23

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	242	426	3	3	2.5	24
0	99	396	19	20	63.5	24
1	474	372	16	20	86.5	24
2	598	303	15	20	63.5	24
3	190	298	255	155	1218.0	24
3	252	295	18	20	87.0	24
4	133	290	18	20	43.0	24
5	107	271	18	20	235.5	24
6	607	221	10	20	74.0	24
7	427	182	3	19	16.5	24
8	134	152	20	14	44.0	24
9	25	137	18	20	123.5	24
10	112	72	11	20	52.5	24
11	160	71	20	18	104.0	24
12	379	32	20	20	90.5	24
13	436	14	14	20	88.5	24
14	349	9	6	20	22.0	24

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	100	397	19	20	63.5	25
1	475	372	16	20	86.5	25
2	598	305	15	20	61.5	25
3	190	298	255	155	1217.0	25
3	252	295	18	20	87.0	25
4	135	290	18	20	44.5	25
5	107	273	18	20	134.5	25
6	608	221	10	20	74.0	25
7	266	199	5	6	6.0	25
7	429	184	3	19	16.5	25
8	134	154	20	14	43.0	25
9	25	139	18	20	123.5	25
10	161	72	20	18	104.0	25
11	112	72	11	20	52.5	25
12	379	32	20	20	90.5	25
13	438	14	14	20	88.5	25
14	351	9	6	20	22.0	25

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	102	397	19	20	63.5	26
1	475	372	16	20	86.5	26
2	347	363	3	3	2.5	26
2	600	307	15	20	74.0	26
3	190	298	255	155	1209.5	26
3	253	297	18	20	87.0	26
4	135	290	18	20	44.5	26
5	107	274	18	20	134.5	26
6	610	223	10	20	74.0	26
7	431	186	3	19	16.5	26
8	134	156	20	14	43.0	26
9	27	139	18	20	123.5	26
10	161	72	20	18	104.0	26
11	113	72	11	20	59.5	26
12	381	34	20	20	90.5	26
13	439	15	14	20	88.5	26
14	351	10	6	20	22.0	26

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	104	397	19	20	63.5	27
1	476	372	16	20	86.5	27
2	600	305	15	22	66.5	27
3	190	298	255	155	1209.0	27
3	253	297	18	20	87.0	27
4	135	292	18	20	44.5	27
5	108	276	18	20	134.5	27
6	610	223	10	20	74.0	27
7	432	187	3	19	16.0	27
8	135	156	20	14	43.0	27
9	29	139	18	20	131.5	27
10	114	73	10	20	57.5	27
11	161	72	20	18	104.0	27
12	381	34	20	20	90.5	27
13	439	16	14	20	88.5	27
14	351	10	6	20	22.0	27

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	104	399	19	20	63.5	28
1	476	374	16	20	86.5	28
2	602	302	15	25	64.0	28
3	190	298	255	155	1215.0	28
3	253	297	18	22	91.0	28
4	135	293	18	20	44.5	28
5	110	276	18	20	134.5	28
6	612	223	10	20	74.0	28
7	432	187	3	19	16.0	28
8	135	156	20	14	43.0	28
9	30	139	18	20	123.5	28
10	115	75	11	20	58.5	28
11	162	72	20	18	104.0	28
12	383	36	20	20	90.5	28
13	440	17	14	20	87.5	28
14	351	12	6	20	22.0	28

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	104	399	19	20	63.5	29
1	478	375	16	23	91.5	29
2	604	307	15	20	59.5	29
3	190	298	255	155	1209.0	29
3	255	297	18	20	87.0	29
4	135	294	18	20	44.5	29
5	111	276	18	20	134.5	29
6	612	225	10	20	74.0	29
7	432	188	3	19	16.5	29
8	136	158	20	14	43.0	29
9	32	141	18	20	123.5	29
10	116	76	10	20	57.5	29
11	162	72	20	18	104.0	29
12	384	38	20	20	90.5	29
13	441	17	14	20	87.5	29
14	353	14	6	20	22.0	29

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	104	401	19	20	63.5	30
1	478	375	16	20	86.0	30
2	604	307	15	20	59.5	30
3	190	298	255	155	1209.0	30
3	255	298	18	20	87.0	30
4	137	294	18	20	44.5	30
5	113	278	18	20	134.5	30
6	612	225	10	20	74.0	30
7	432	188	3	19	16.5	30
8	136	158	20	14	43.0	30
9	32	141	18	20	123.5	30
10	118	76	10	20	57.5	30
11	162	72	20	18	104.0	30
12	385	38	20	20	90.5	30
13	443	17	14	20	87.5	30
14	354	15	6	20	22.0	30

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	104	402	19	20	63.5	31
1	478	375	16	20	86.0	31
2	606	307	15	20	59.5	31
3	190	298	255	155	1212.0	31
3	255	298	18	20	87.0	31
4	138	296	18	20	44.5	31
5	114	278	18	20	134.5	31
6	613	226	10	20	74.0	31
7	433	188	3	19	16.5	31
8	136	159	20	14	47.0	31
9	32	143	18	20	123.5	31
10	118	78	11	20	58.5	31
11	162	74	20	18	104.0	31
12	385	40	20	20	90.5	31
13	354	17	6	20	22.0	31
14	445	16	17	22	93.5	31

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	106	404	19	20	63.5	32
1	480	377	16	20	86.0	32
2	608	309	14	20	58.0	32
3	255	299	18	20	87.0	32
4	190	298	255	155	1209.0	32
4	138	296	18	20	44.5	32
5	114	278	20	20	143.0	32
6	613	227	10	20	74.0	32
7	435	189	3	19	16.5	32
8	137	161	20	14	43.0	32
9	32	145	18	20	123.5	32
10	118	78	11	20	58.5	32
11	164	76	20	18	104.0	32
12	385	40	20	20	90.5	32
13	445	19	14	20	88.5	32
14	356	17	6	20	22.0	32

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	12	414	11	20	58.5	33
1	106	405	19	20	63.5	33
2	482	377	16	20	86.0	33
3	607	310	15	20	59.0	33
4	256	299	18	20	87.0	33
5	190	298	255	155	1215.0	33
5	140	296	18	20	43.5	33
6	116	280	18	20	175.5	33
7	615	227	10	20	74.0	33
8	435	191	3	19	16.5	33
9	533	190	4	5	5.0	33
9	137	161	20	14	62.5	33
10	32	147	18	20	123.5	33
11	118	78	11	20	58.5	33
12	164	76	20	18	104.0	33
13	385	40	20	20	90.5	33
14	446	19	14	20	88.5	33
15	358	17	6	20	22.0	33

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	12	416	11	20	59.0	34
1	106	405	19	20	63.5	34
2	482	379	16	20	86.0	34
3	607	310	15	20	59.0	34
4	256	301	18	20	87.0	34
5	190	298	255	155	1209.0	34
5	142	296	18	20	43.5	34
6	116	280	18	20	134.5	34
7	617	228	10	20	74.0	34
8	436	193	3	19	16.0	34
9	138	163	20	14	43.0	34
10	32	147	18	20	123.5	34
11	119	79	11	20	58.5	34
12	164	77	20	18	104.0	34
13	387	41	20	20	90.5	34
14	447	21	14	20	88.5	34
15	359	17	6	20	22.0	34

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	12	416	11	20	59.0	35
1	108	405	19	20	63.5	35
2	484	380	16	20	86.0	35
3	607	310	15	20	59.0	35
4	258	301	18	20	87.0	35
5	190	298	255	155	1209.0	35
5	142	296	18	20	43.5	35
6	118	281	22	20	137.5	35
7	102	230	6	4	6.0	35
7	617	229	10	20	74.0	35
8	438	194	3	19	16.5	35
9	138	164	20	14	43.0	35
10	32	148	18	20	123.5	35
11	119	79	11	20	58.5	35
12	166	77	20	18	104.0	35
13	389	41	20	20	90.5	35
14	448	21	14	20	88.5	35
15	359	19	6	20	22.0	35

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	12	416	11	20	60.5	36
1	108	407	19	20	63.5	36
2	485	382	16	20	85.0	36
3	608	311	15	20	64.5	36
4	258	302	18	20	93.5	36
5	190	298	255	155	1209.0	36
5	144	298	18	20	44.5	36
6	119	283	18	20	133.5	36
7	618	229	10	20	75.0	36
8	439	196	3	19	15.5	36
9	139	165	20	14	43.0	36
10	34	149	18	20	123.5	36
11	121	81	11	20	58.5	36
12	167	78	20	18	104.0	36
13	289	69	5	6	6.0	36
13	390	41	20	20	91.5	36
14	449	21	14	20	88.5	36
15	360	20	6	20	22.0	36

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	560	429	6	4	6.0	37
0	13	416	11	20	60.5	37
1	108	408	19	20	63.5	37
2	487	383	16	20	85.0	37
3	608	311	15	20	64.5	37
4	260	303	18	20	86.0	37
5	144	299	18	20	44.5	37
6	190	298	255	155	1209.0	37
6	119	284	18	20	133.5	37
7	620	229	10	20	75.0	37
8	439	197	3	19	15.5	37
9	360	189	4	7	7.0	37
9	141	167	20	14	43.0	37
10	34	149	18	20	123.5	37
11	121	82	11	20	58.5	37
12	168	78	20	18	104.0	37
13	391	42	20	20	91.5	37
14	451	22	14	20	88.5	37
15	362	22	6	20	22.0	37

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	15	416	11	20	60.5	38
1	108	408	19	20	63.5	38
2	487	384	16	20	85.0	38
3	360	366	7	5	6.0	38
3	608	312	15	20	64.5	38
4	261	304	18	20	86.0	38
5	144	299	18	20	44.5	38
6	190	298	255	155	1209.0	38
6	119	284	18	20	133.5	38
7	439	198	3	19	15.5	38
8	141	169	20	14	43.0	38
9	34	150	18	20	123.5	38
10	123	83	11	20	58.5	38
11	170	78	20	18	104.0	38
12	391	42	20	20	91.5	38
13	93	42	5	6	6.0	38
13	362	24	6	20	22.0	38
14	452	22	14	20	88.5	38

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	15	416	11	20	60.5	39
1	108	408	19	20	63.5	39
2	488	384	16	20	85.0	39
3	608	312	15	20	64.5	39
4	261	304	18	20	86.0	39
5	144	300	18	20	44.5	39
6	190	298	255	155	1209.0	39
6	119	286	18	20	133.5	39
7	440	200	3	19	15.5	39
8	142	169	20	14	43.0	39
9	36	150	18	20	123.5	39
10	123	83	11	20	58.5	39
11	170	80	20	18	104.0	39
12	107	59	3	6	8.0	39
12	391	43	20	20	91.5	39
13	363	24	6	20	22.0	39
14	452	22	14	20	88.5	39

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	16	416	11	20	60.5	40
1	108	410	19	20	63.5	40
2	488	385	16	20	85.0	40
3	609	313	15	20	64.5	40
4	263	304	18	20	86.0	40
5	144	302	18	20	44.5	40
6	190	298	255	155	1209.0	40
6	119	287	18	20	133.5	40
7	442	202	3	19	15.5	40
8	143	171	20	14	43.0	40
9	37	150	18	20	123.5	40
10	124	83	11	20	58.5	40
11	170	80	20	18	104.0	40
12	392	44	20	20	91.5	40
13	365	25	6	20	31.5	40
14	454	24	14	20	88.5	40

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	16	417	11	20	70.0	41
1	108	411	19	20	63.5	41
2	488	387	16	20	85.0	41
3	609	314	15	20	64.5	41
4	263	304	18	20	86.0	41
5	146	302	18	20	44.5	41
6	190	298	255	155	1209.0	41
6	120	289	18	20	133.5	41
7	444	202	3	19	15.5	41
8	143	172	20	14	43.0	41
9	39	150	18	20	123.5	41
10	126	83	11	20	58.5	41
11	170	81	20	18	104.0	41
12	392	46	20	20	91.5	41
13	366	25	6	20	22.0	41
14	454	24	14	20	88.5	41

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	16	419	11	20	60.5	42
1	108	411	19	20	63.5	42
2	488	387	16	20	85.0	42
3	609	315	15	20	71.0	42
4	263	306	18	20	86.0	42
5	146	304	18	20	43.0	42
6	190	298	255	155	1209.0	42
6	121	289	18	20	133.5	42
7	444	203	3	19	15.5	42
8	144	174	20	14	43.0	42
9	39	151	18	20	123.5	42
10	128	83	11	20	58.5	42
11	172	82	20	18	104.0	42
12	392	46	20	20	91.5	42
13	368	27	6	20	22.0	42
14	456	24	14	20	88.5	42

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	18	420	11	20	58.5	43
1	108	413	19	20	63.5	43
2	489	387	16	20	85.0	43
3	611	316	15	20	64.5	43
4	263	306	18	20	86.0	43
5	146	304	18	20	43.0	43
6	190	298	255	155	1218.0	43
6	122	289	18	20	133.5	43
7	445	202	8	20	18.0	43
8	146	176	20	14	43.0	43
9	41	151	18	20	123.5	43
10	128	83	11	20	58.5	43
11	174	82	20	18	104.0	43
12	393	47	20	20	91.5	43
13	369	29	6	20	22.0	43
14	458	25	14	20	88.5	43

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	18	421	11	20	58.5	44
1	108	413	19	20	63.5	44
2	491	387	16	20	88.5	44
3	613	316	15	20	64.5	44
4	263	306	18	20	86.0	44
5	146	304	18	20	43.0	44
6	190	298	255	155	1225.5	44
6	123	289	18	20	133.5	44
7	447	204	3	19	15.5	44
8	147	176	20	14	43.0	44
9	42	151	18	20	123.5	44
10	128	85	11	20	58.5	44
11	174	82	20	18	104.0	44
12	393	48	20	20	91.5	44
13	370	29	6	20	22.0	44
14	458	27	14	20	88.5	44

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	18	421	11	20	58.5	45
1	108	415	19	20	63.5	45
2	492	389	16	20	85.0	45
3	615	316	15	20	64.5	45
4	263	306	18	20	86.0	45
5	146	304	18	20	43.0	45
6	190	298	255	155	1209.0	45
6	125	289	18	20	133.5	45
7	449	206	3	19	15.5	45
8	148	178	20	14	43.0	45
9	43	153	18	20	122.5	45
10	201	98	3	8	4.0	45
10	130	86	10	20	57.5	45
11	174	83	20	18	104.0	45
12	394	49	20	20	91.5	45
13	372	29	6	20	22.0	45
14	458	28	14	20	88.5	45

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	18	421	11	20	58.5	46
1	108	416	19	20	63.5	46
2	493	391	16	20	85.0	46
3	615	318	15	20	64.5	46
4	264	308	18	20	86.0	46
5	148	306	18	20	43.0	46
6	190	298	255	155	1209.0	46
6	126	290	18	20	133.5	46
7	450	206	3	19	15.5	46
8	149	180	20	14	43.0	46
9	44	153	18	20	131.5	46
10	130	86	10	20	57.5	46
11	176	83	20	18	104.0	46
12	394	50	20	20	96.0	46
