

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	174	455	20	16	165.5	0
1	203	416	20	17	81.5	0
2	47	411	12	20	115.5	0
3	405	379	10	20	89.5	0
4	102	365	18	20	175.5	0
5	507	293	19	20	86.0	0
6	190	222	14	20	136.5	0
7	14	188	15	20	220.0	0
8	213	182	16	20	125.0	0
9	304	174	15	20	130.5	0
10	51	82	14	20	58.5	0
11	91	57	14	20	129.5	0
12	49	8	18	28	123.0	0	[0, 4, 9, 9, 6, 7, 9, 0, 2, 9, 3, 3, 7]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	174	455	20	16	165.5	1
1	204	418	20	17	81.5	1
2	47	411	12	20	115.5	1
3	405	379	10	20	89.5	1
4	104	365	18	20	175.5	1
5	507	295	19	20	86.0	1
6	190	223	14	20	136.5	1
7	14	189	15	20	219.0	1
8	212	183	19	20	127.0	1
9	305	174	15	20	130.5	1
10	51	82	14	20	58.5	1
11	91	59	14	20	129.5	1
12	50	8	18	28	120.0	1	[0, 4, 9, 9, 6, 7, 9, 0, 2, 9, 3, 3, 7]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	174	457	20	16	165.5	2
1	204	418	20	17	81.5	2
2	47	413	12	20	115.5	2
3	405	380	10	20	89.5	2
4	104	365	18	20	175.5	2
5	509	296	19	20	85.0	2
6	191	224	14	20	136.5	2
7	14	191	15	20	219.0	2
8	215	183	16	20	124.5	2
9	307	174	15	20	130.5	2
10	53	84	14	20	58.5	2
11	91	61	14	20	129.5	2
12	52	9	18	28	120.0	2	[0, 4, 9, 9, 6, 7, 9, 0, 2, 9, 3, 3, 7]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	175	457	20	16	165.5	3
1	205	418	20	17	81.5	3
2	48	413	12	20	115.5	3
3	406	381	10	20	89.5	3
4	104	365	18	20	175.5	3
5	510	296	19	20	85.0	3
6	192	224	14	20	136.5	3
7	16	191	15	20	219.0	3
8	217	183	16	20	124.5	3
9	307	174	15	20	130.5	3
10	55	84	14	20	58.5	3
11	93	63	14	20	129.5	3
12	52	11	18	28	128.5	3	[0, 4, 9, 9, 6, 7, 9, 0, 2, 9, 3, 3, 7]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	205	420	20	17	81.5	4
1	48	415	12	20	115.5	4
2	407	381	10	20	89.5	4
3	105	367	18	20	175.5	4
4	510	297	19	20	85.0	4
5	192	224	14	20	136.5	4
6	18	191	15	20	219.0	4
7	217	185	16	20	123.0	4
8	307	174	15	20	130.5	4
9	55	86	14	20	58.5	4
10	93	64	14	20	129.5	4
11	52	11	18	29	144.5	4	[4, 9, 9, 6, 7, 9, 0, 2, 9, 3, 3, 2]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	207	420	20	17	81.5	5
1	48	415	12	20	115.5	5
2	409	381	10	20	90.0	5
3	106	366	18	21	180.5	5
4	512	298	19	20	87.0	5
5	192	224	14	20	136.5	5
6	19	192	15	20	219.0	5
7	217	185	18	22	128.5	5
8	308	174	15	20	130.5	5
9	57	87	14	20	58.5	5
10	93	66	14	20	129.5	5
11	52	12	20	29	136.5	5	[4, 9, 9, 6, 7, 9, 0, 2, 9, 3, 3, 2]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	207	421	20	17	85.5	6
1	48	415	12	20	115.5	6
2	409	382	10	20	90.0	6
3	108	368	18	20	175.5	6
4	512	298	19	20	87.0	6
5	192	226	14	20	136.5	6
6	19	192	15	20	219.0	6
7	219	189	16	20	123.0	6
8	308	175	15	20	134.0	6
9	58	88	14	20	58.5	6
10	95	67	14	20	129.5	6
11	53	13	20	28	129.5	6
12	553	4	12	20	146.5	6	[4, 9, 9, 6, 7, 9, 0, 2, 9, 3, 3, 2, 6]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	207	423	20	17	81.5	7
1	48	417	12	20	115.5	7
2	410	382	10	20	90.0	7
3	110	368	18	20	175.5	7
4	512	299	19	20	85.0	7
5	194	226	14	20	136.5	7
6	19	192	15	20	219.0	7
7	219	191	16	20	123.0	7
8	309	177	15	20	130.5	7
9	58	89	14	20	58.5	7
10	97	67	14	20	129.5	7
11	53	14	21	28	130.0	7
12	553	4	12	20	146.5	7	[4, 9, 9, 6, 7, 9, 0, 2, 9, 3, 3, 2, 6]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	207	425	20	17	81.5	8
1	50	417	12	20	115.5	8
2	411	382	10	20	90.0	8
3	111	369	18	20	175.5	8
4	512	299	19	20	87.0	8
5	194	226	14	20	136.5	8
6	21	193	15	20	219.0	8
7	221	191	16	20	123.0	8
8	58	90	14	20	58.5	8
9	97	69	14	20	129.5	8
10	53	14	22	29	129.5	8
11	265	6	15	20	125.5	8
12	555	4	12	20	146.5	8	[4, 9, 9, 6, 7, 9, 0, 2, 3, 3, 2, 9, 6]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	209	426	20	17	82.5	9
1	51	417	12	20	115.5	9
2	411	383	10	20	90.0	9
3	112	370	18	20	174.5	9
4	513	299	19	20	87.0	9
5	194	226	14	20	136.5	9
6	22	195	15	20	219.0	9
7	221	191	16	20	123.0	9
8	58	90	14	20	58.5	9
9	97	69	14	20	129.5	9
10	63	35	14	9	47.5	9
11	54	14	18	20	89.5	9
12	265	6	15	20	128.5	9
13	555	5	12	20	146.5	9	[4, 9, 9, 6, 7, 9, 0, 2, 3, 3, 9, 7, 9, 6]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	211	427	20	17	87.5	10
1	52	417	12	20	116.0	10
2	411	383	10	20	90.0	10
3	114	370	18	20	174.5	10
4	515	301	19	22	92.0	10
5	194	228	14	20	136.5	10
6	23	196	15	20	220.0	10
7	223	192	16	20	123.0	10
8	58	91	14	20	58.5	10
9	98	71	14	20	129.5	10
10	64	36	14	9	47.5	10
11	55	15	18	20	89.0	10
12	267	8	15	20	125.5	10
13	554	5	13	20	147.5	10	[4, 9, 9, 6, 7, 9, 0, 2, 3, 3, 9, 7, 9, 6]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	213	427	20	17	82.5	11
1	52	419	12	20	115.5	11
2	411	383	10	20	90.0	11
3	114	372	18	20	179.0	11
4	516	301	19	20	87.0	11
5	195	228	14	20	135.5	11
6	23	196	15	20	220.0	11
7	225	192	16	20	123.0	11
8	58	91	14	20	58.5	11
9	100	73	14	20	129.5	11
10	64	36	14	10	51.0	11
11	55	15	18	20	88.5	11
12	267	9	15	20	124.5	11
13	555	5	12	20	146.5	11	[4, 9, 9, 6, 7, 9, 0, 2, 3, 3, 4, 7, 9, 6]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	214	429	20	17	81.5	12
1	52	421	12	20	115.5	12
2	412	385	10	20	89.5	12
3	114	373	18	20	174.5	12
4	516	302	19	20	85.0	12
5	195	228	14	20	132.0	12
6	25	196	15	20	219.0	12
7	225	194	16	20	124.5	12
8	58	93	14	20	58.5	12
9	100	75	14	20	129.5	12
10	268	9	15	20	125.5	12
11	555	5	12	20	146.5	12	[4, 9, 9, 6, 7, 9, 0, 2, 3, 3, 9, 6]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	216	429	20	17	81.5	13
1	52	421	12	20	115.5	13
2	414	386	10	20	89.5	13
3	114	373	18	20	174.5	13
4	516	303	19	20	85.0	13
5	195	228	14	20	132.0	13
6	26	197	15	20	219.0	13
7	227	194	16	20	124.5	13
8	58	93	14	20	58.5	13
9	101	75	14	20	129.5	13
10	67	37	14	10	51.0	13
11	57	16	18	20	80.0	13
12	268	10	15	20	125.5	13
13	557	5	12	20	146.5	13	[4, 9, 9, 6, 7, 9, 0, 2, 3, 3, 4, 7, 9, 6]

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	216	429	20	17	81.5	14
1	53	422	12	20	115.5	14
2	414	388	10	20	89.5	14
